;fecha;último;apertura;máximo;mínimo;volumen;%var;;
792;23.09.2015;9474,6;9529;9659,1;9463,9;386.54M;-0,79%;;
791;24.09.2015;9291,4;9492,1;9540,2;9231,3;405.85M;-1,93%;;
790;25.09.2015;9519,5;9444,2;9575,3;9430,2;317.51M;2,45%;;
789;28.09.2015;9394,2;9500,9;9598,6;9357,4;284.12M;-1,32%;;
788;29.09.2015;9393,9;9280,4;9514,4;9264,4;303.21M;0,00%;;
787;30.09.2015;9559,9;9580,6;9606,3;9491,1;277.07M;1,77%;;
786;01.10.2015;9567,3;9668,9;9718;9543,8;273.44M;0,08%;;
785;02.10.2015;9603,6;9650,4;9688,1;9428,8;280.40M;0,38%;;
784;05.10.2015;9971,3;9777,3;9980,9;9731,5;332.67M;3,83%;;
783;06.10.2015;10103,3;9996,5;10138,2;9909,5;281.16M;1,32%;;
782;07.10.2015;10170;10176,1;10289,8;10119,9;369.63M;0,66%;;
781;08.10.2015;10181,2;10137,8;10190,3;10063,2;300.04M;0,11%;;
780;09.10.2015;10309,6;10279,1;10354,1;10224,9;365.52M;1,26%;;
779;12.10.2015;10246,4;10318,8;10379;10208,5;222.78M;-0,61%;;
778;13.10.2015;10115,3;10227,4;10229,3;10049,8;259.78M;-1,28%;;
777;14.10.2015;10037,6;10065,4;10129;9992,4;253.69M;-0,77%;;
776;15.10.2015;10101,7;10132,1;10132,7;10055,1;239.30M;0,64%;;
775;16.10.2015;10231,5;10174,9;10244;10153,1;246.08M;1,28%;;
774;19.10.2015;10207,3;10221,5;10310,4;10164,7;186.38M;-0,24%;;
773;20.10.2015;10100,6;10196,8;10217;10055,1;218.59M;-1,05%;;
772;21.10.2015;10157,5;10126,1;10188,3;10004;208.28M;0,56%;;
771;22.10.2015;10365,4;10130,1;10402,5;10109,5;272.76M;2,05%;;
770;23.10.2015;10476,3;10449,7;10591,9;10418,2;344.63M;1,07%;;
769;26.10.2015;10478,3;10473,9;10517,6;10408,6;248.74M;0,02%;;
768;27.10.2015;10322,4;10458,2;10458,2;10300,7;243.68M;-1,49%;;
767;28.10.2015;10421,9;10321;10440,1;10296,8;218.57M;0,96%;;
766;29.10.2015;10397,2;10451,8;10455,2;10298,1;254.88M;-0,24%;;
765;30.10.2015;10360,7;10394,2;10405,7;10258,7;294.54M;-0,35%;;
764;02.11.2015;10418,2;10279,3;10463,5;10259,1;265.78M;0,55%;;
763;03.11.2015;10465,2;10398,6;10465,2;10375,4;284.75M;0,45%;;
762;04.11.2015;10473,5;10524,8;10631,6;10454;308.33M;0,08%;;
761;05.11.2015;10431,2;10483,9;10552,7;10385;252.12M;-0,40%;;
760;06.11.2015;10453,2;10425,8;10500,3;10318,5;300.13M;0,21%;;
759;09.11.2015;10325,2;10451,6;10476,9;10322,9;260.46M;-1,22%;;
758;10.11.2015;10336,8;10364;10376,3;10244,3;213.29M;0,11%;;
757;11.11.2015;10377,2;10345,1;10463,1;10344,2;205.12M;0,39%;;
756;12.11.2015;10144;10350,6;10369;10113,4;276.46M;-2,25%;;
755;13.11.2015;10111,4;10118,3;10201,2;10012,3;229.55M;-0,32%;;
754;16.11.2015;10124,5;10012,4;10158,1;10005,2;172.14M;0,13%;;
753;17.11.2015;10363,8;10214,6;10376;10199,6;246.06M;2,36%;;
752;18.11.2015;10261,1;10284;10307,4;10226,5;257.18M;-0,99%;;
751;19.11.2015;10354,7;10340,5;10408,4;10325,7;272.12M;0,91%;;
750;20.11.2015;10290,3;10373,2;10385;10247,6;231.93M;-0,62%;;
749;23.11.2015;10277,4;10262,3;10307,7;10206,8;184.51M;-0,13%;;
748;24.11.2015;10207,2;10231,3;10231,3;10045,6;219.02M;-0,68%;;
747;25.11.2015;10227,3;10184,2;10247,1;10083,1;418.78M;0,20%;;
746;26.11.2015;10332,3;10217,3;10352,9;10174,8;268.32M;1,03%;;
745;27.11.2015;10310,7;10285,8;10390,7;10264,5;200.14M;-0,21%;;
744;30.11.2015;10386,9;10299;10430,3;10275,9;258.60M;0,74%;;
743;01.12.2015;10379,2;10409,9;10469,2;10344,9;208.11M;-0,07%;;
742;02.12.2015;10342;10411,9;10447;10323,5;233.40M;-0,36%;;
741;03.12.2015;10092,9;10353,4;10476,6;10083,3;355.47M;-2,41%;;
740;04.12.2015;10078,7;10046,1;10131,5;9931,1;289.63M;-0,14%;;
739;07.12.2015;10042,4;10139;10158,2;10021,9;219.57M;-0,36%;;
738;08.12.2015;9837,1;10029;10031,2;9790,4;221.18M;-2,04%;;
737;09.12.2015;9835,5;9865,3;9932,1;9713,2;250.83M;-0,02%;;
736;10.12.2015;9778,7;9779,4;9872,5;9719,4;258.20M;-0,58%;;
735;11.12.2015;9630,7;9772,9;9791,6;9606,8;263.24M;-1,51%;;
734;14.12.2015;9428,5;9658;9732,1;9428,5;273.72M;-2,10%;;
733;15.12.2015;9711,6;9496,3;9747,5;9492,5;302.45M;3,00%;;
732;16.12.2015;9711;9762,5;9817,4;9635,7;342.15M;-0,01%;;
731;17.12.2015;9878,5;9909,1;10000,4;9850,9;324.20M;1,72%;;
730;18.12.2015;9717,1;9794,1;9874,2;9644,9;408.98M;-1,63%;;
729;21.12.2015;9365,8;9520,5;9558,2;9365,8;356.51M;-3,62%;;
728;22.12.2015;9415,6;9451,8;9456,3;9351,8;220.11M;0,53%;;
727;23.12.2015;9641;9505,6;9661,9;9503,9;236.26M;2,39%;;
726;24.12.2015;9682,9;9663;9706,2;9653,1;70.62M;0,43%;;
725;28.12.2015;9552,5;9675,6;9724,9;9533;137.89M;-1,35%;;
724;29.12.2015;9670,4;9611,7;9677,7;9606,4;147.77M;1,23%;;
723;30.12.2015;9641,9;9650;9696,4;9607,9;141.29M;-0,29%;;
722;31.12.2015;9544,2;9604,2;9615,6;9538,8;79.92M;-1,01%;;
721;04.01.2016;9313,2;9429,8;9440,9;9263,7;279.17M;-2,42%;;
720;05.01.2016;9335,2;9431,5;9446,2;9260,2;208.64M;0,24%;;
719;06.01.2016;9197,4;9330,3;9330,3;9122,6;288.66M;-1,48%;;
718;07.01.2016;9059,3;8973,8;9103;8889,7;395.76M;-1,50%;;
717;08.01.2016;8909,2;9093,3;9138;8909,2;310.72M;-1,66%;;
716;10.01.2016;8909,2;8909,2;8909,2;8909,2;-;0,00%;;
715;11.01.2016;8886,1;8849,9;9022;8835,1;301.41M;-0,26%;;
714;12.01.2016;8915,4;8867,9;9041,5;8818,9;297.58M;0,33%;;
713;13.01.2016;8934,5;8998,5;9074;8877,9;300.80M;0,21%;;
712;14.01.2016;8787,7;8852,5;8854,5;8662,2;329.17M;-1,64%;;
711;15.01.2016;8543,6;8769,4;8796,4;8491,9;458.71M;-2,78%;;
710;18.01.2016;8469,3;8525,5;8627,1;8427,3;281.06M;-0,87%;;
709;19.01.2016;8554,9;8624,3;8656,9;8527,5;298.45M;1,01%;;
708;20.01.2016;8281,4;8390,2;8398,4;8206;371.17M;-3,20%;;
707;21.01.2016;8444,2;8311,8;8502,5;8277,1;358.23M;1,97%;;
706;22.01.2016;8722,9;8638;8795,7;8565,7;374.44M;3,30%;;
705;25.01.2016;8567,7;8763,2;8763,2;8525,9;263.31M;-1,78%;;
704;26.01.2016;8692,5;8426,1;8698;8402,3;422.23M;1,46%;;
703;27.01.2016;8741;8676,1;8741;8608,9;225.52M;0,56%;;
702;28.01.2016;8590,6;8697,8;8811,4;8516,8;354.36M;-1,72%;;
701;29.01.2016;8815,8;8728,2;8815,8;8671,6;402.07M;2,62%;;
700;01.02.2016;8788,5;8849,3;8896,5;8718,4;320.61M;-0,31%;;
699;02.02.2016;8528,7;8768;8772,5;8478,5;385.37M;-2,96%;;
698;03.02.2016;8314,5;8510,3;8519,7;8180,4;432.08M;-2,51%;;
697;04.02.2016;8468,1;8437,1;8521,7;8287;375.80M;1,85%;;
696;05.02.2016;8499,5;8477,1;8615;8411,3;412.59M;0,37%;;
695;08.02.2016;8122,1;8537,9;8540,9;8083,4;352.12M;-4,44%;;
694;09.02.2016;7927,6;8129;8212,6;7862;484.32M;-2,39%;;
693;10.02.2016;8143,7;8013,8;8249,8;7920,9;386.48M;2,73%;;
692;11.02.2016;7746,3;8047,3;8047,3;7746,3;461.01M;-4,88%;;
691;12.02.2016;7920,8;7849,9;7920,8;7771,2;385.25M;2,25%;;
690;15.02.2016;8179,2;8133;8217,5;8081,4;304.55M;3,26%;;
689;16.02.2016;8137,6;8262,8;8262,8;8092;303.51M;-0,51%;;
688;17.02.2016;8364,9;8166,2;8366,9;8140,9;324.40M;2,79%;;
687;18.02.2016;8295,4;8420,3;8479,6;8255,4;312.11M;-0,83%;;
686;19.02.2016;8194,2;8284,9;8335,2;8105;312.66M;-1,22%;;
685;22.02.2016;8387;8290,3;8399,3;8281,7;246.10M;2,35%;;
684;23.02.2016;8267,6;8345,4;8447,8;8259;270.11M;-1,42%;;
683;24.02.2016;8013,7;8255;8269,1;7968,1;307.97M;-3,07%;;
682;25.02.2016;8215,6;8128,1;8260,2;8103,5;258.74M;2,52%;;
681;26.02.2016;8349,2;8313,3;8397,8;8265,2;321.92M;1,63%;;
680;29.02.2016;8461,4;8291,9;8463,4;8222,6;295.55M;1,34%;;
679;01.03.2016;8611;8454,6;8611,6;8423,6;322.25M;1,77%;;
678;02.03.2016;8764,5;8662,3;8778,5;8641,2;353.54M;1,78%;;
677;03.03.2016;8767;8787,9;8812;8692,9;273.57M;0,03%;;
676;04.03.2016;8811,6;8812,6;8877,9;8734,6;322.35M;0,51%;;
675;07.03.2016;8786,8;8785,7;8834,7;8672,8;272.40M;-0,28%;;
674;08.03.2016;8740,3;8736,3;8848,8;8663,2;310.22M;-0,53%;;
673;09.03.2016;8761,1;8765,5;8889,6;8741;315.89M;0,24%;;
672;10.03.2016;8766,9;8782;9105,8;8730,6;533.69M;0,07%;;
671;11.03.2016;9090,6;8930,3;9101,3;8913,6;476.00M;3,69%;;
670;14.03.2016;9142,7;9156,1;9217,3;9120,1;362.90M;0,57%;;
669;15.03.2016;8988,3;9099,5;9122,2;8961,6;376.24M;-1,69%;;
668;16.03.2016;8962,8;9018,4;9062;8898,6;253.94M;-0,28%;;
667;17.03.2016;8978,8;9064,9;9071,2;8782,8;385.79M;0,18%;;
666;18.03.2016;9051,1;8995,3;9074,5;8904,7;395.75M;0,81%;;
665;21.03.2016;9021;9006,1;9138,9;8966,5;182.19M;-0,33%;;
664;22.03.2016;8992;8969,3;8992;8840,4;216.83M;-0,32%;;
663;23.03.2016;8927,1;9017,2;9046;8880,2;186.65M;-0,72%;;
662;24.03.2016;8789,8;8862,5;8890,8;8781,7;209.36M;-1,54%;;
661;29.03.2016;8808,3;8843,2;8906,5;8751,5;235.00M;0,21%;;
660;30.03.2016;8870,2;8874,4;8960,7;8856,1;223.84M;0,70%;;
659;31.03.2016;8723,1;8825,5;8827,9;8698,3;318.40M;-1,66%;;
658;01.04.2016;8602,3;8624,6;8677,2;8531,8;325.37M;-1,38%;;
657;04.04.2016;8597,5;8589,3;8712,9;8552,2;212.42M;-0,06%;;
656;05.04.2016;8387,7;8483,8;8491,5;8377,7;272.83M;-2,44%;;
655;06.04.2016;8398,6;8398,8;8468,9;8340,2;287.75M;0,13%;;
654;07.04.2016;8292,9;8418,2;8431,4;8256,1;311.34M;-1,26%;;
653;08.04.2016;8427,6;8309,9;8462,8;8309,9;297.77M;1,62%;;
652;11.04.2016;8497,6;8413,4;8563,4;8344,4;270.18M;0,83%;;
651;12.04.2016;8546,3;8519,8;8587,9;8425,6;326.59M;0,57%;;
650;13.04.2016;8820,7;8660,1;8820,7;8596,1;415.15M;3,21%;;
649;14.04.2016;8861,5;8854;8870,9;8743,5;343.39M;0,46%;;
648;15.04.2016;8850,9;8855,4;8886,6;8809,3;275.85M;-0,12%;;
647;18.04.2016;8881,6;8703,4;8891,5;8674,1;243.88M;0,35%;;
646;19.04.2016;8971,3;8914,5;9004,2;8890,2;293.01M;1,01%;;
645;20.04.2016;9147,2;8948,4;9161,9;8940;305.43M;1,96%;;
644;21.04.2016;9197,2;9178,5;9218,7;9120,6;324.42M;0,55%;;
643;22.04.2016;9232,8;9183,9;9244,4;9161,6;299.60M;0,39%;;
642;25.04.2016;9140;9225,4;9257,5;9123,7;232.57M;-1,01%;;
641;26.04.2016;9283;9171,9;9299,5;9162,7;295.44M;1,56%;;
640;27.04.2016;9332,6;9306,7;9360,2;9277;306.65M;0,53%;;
639;28.04.2016;9269;9227,6;9269;9085,5;353.27M;-0,68%;;
638;29.04.2016;9025,7;9161,4;9195,9;9025,7;333.51M;-2,62%;;
637;02.05.2016;9022,1;9066,9;9092,6;8980,8;144.92M;-0,04%;;
636;03.05.2016;8764,9;9009,4;9015,1;8753,7;297.61M;-2,85%;;
635;04.05.2016;8654,3;8767,8;8802,3;8648,6;279.48M;-1,26%;;
634;05.05.2016;8689,4;8698,2;8792,5;8660,9;237.81M;0,41%;;
633;06.05.2016;8702,1;8659,5;8768,3;8563,9;266.58M;0,15%;;
632;09.05.2016;8660,8;8776,1;8839,7;8643,6;249.80M;-0,47%;;
631;10.05.2016;8775,2;8749,4;8831,1;8711,8;225.70M;1,32%;;
630;11.05.2016;8663,9;8773;8793,7;8614,1;217.30M;-1,27%;;
629;12.05.2016;8663,1;8629,4;8787;8582,2;247.42M;-0,01%;;
628;13.05.2016;8721,5;8622,7;8752,6;8596,3;211.09M;0,67%;;
627;16.05.2016;8682,1;8626,4;8701,6;8579,8;120.69M;-0,45%;;
626;17.05.2016;8698,7;8743,7;8829,5;8645,8;221.83M;0,19%;;
625;18.05.2016;8775,1;8647,3;8797,2;8632,8;201.50M;0,88%;;
624;19.05.2016;8674,7;8745,5;8785,2;8669,6;245.15M;-1,14%;;
623;20.05.2016;8771,2;8737,5;8793,8;8713,8;172.28M;1,11%;;
622;23.05.2016;8714;8776,2;8809,9;8677,3;181.05M;-0,65%;;
621;24.05.2016;8918,1;8687,3;8938,8;8670,9;208.85M;2,34%;;
620;25.05.2016;9125;8988,5;9149,3;8982,1;307.94M;2,32%;;
619;26.05.2016;9079,2;9074,4;9101,8;9020,4;383.45M;-0,50%;;
618;27.05.2016;9107,3;9045,4;9126,3;9026,6;262.45M;0,31%;;
617;30.05.2016;9116,9;9110,9;9134;9066,5;119.75M;0,11%;;
616;31.05.2016;9034;9130,5;9155,5;9013,2;309.22M;-0,91%;;
615;01.06.2016;8916,9;9028,3;9033,4;8880,9;264.05M;-1,30%;;
614;02.06.2016;8957,9;8918,6;9056,6;8907,5;316.09M;0,46%;;
613;03.06.2016;8801,6;9004,3;9038,4;8756,8;272.78M;-1,74%;;
612;06.06.2016;8823,5;8810,1;8870,9;8785,6;180.47M;0,25%;;
611;07.06.2016;8894,5;8873;8945,9;8865,8;208.14M;0,80%;;
610;08.06.2016;8831,4;8857,9;8866,9;8798,2;252.01M;-0,71%;;
609;09.06.2016;8769,5;8806,8;8832,7;8751,3;316.75M;-0,70%;;
608;10.06.2016;8490,5;8732,2;8732,6;8486,8;388.96M;-3,18%;;
607;13.06.2016;8303,8;8388,2;8424,9;8291,5;290.43M;-2,20%;;
606;14.06.2016;8126,7;8238,6;8270,4;8124,8;342.43M;-2,13%;;
605;15.06.2016;8250,8;8216,8;8315,8;8193,3;322.39M;1,53%;;
604;16.06.2016;8199,9;8150,7;8220,6;8107;331.33M;-0,62%;;
603;17.06.2016;8362;8290,2;8425,2;8278,3;472.79M;1,98%;;
602;20.06.2016;8647,1;8592,7;8652,1;8578,6;281.90M;3,41%;;
601;21.06.2016;8667,3;8636,9;8697,9;8607,7;272.66M;0,23%;;
600;22.06.2016;8702;8711,9;8774,3;8605,7;247.58M;0,40%;;
599;23.06.2016;8885,3;8758,9;8912;8684,8;319.11M;2,11%;;
598;24.06.2016;7787,7;8263,6;8328,4;7743,4;1.08B;-12,35%;;
597;27.06.2016;7645,5;8001,5;8053,2;7579,8;768.02M;-1,83%;;
596;28.06.2016;7835;7836,8;7916,9;7793,7;467.34M;2,48%;;
595;29.06.2016;8105,3;7947;8105,3;7935,1;407.52M;3,45%;;
594;30.06.2016;8163,3;8081,7;8186,8;7993,9;456.69M;0,72%;;
593;01.07.2016;8268,9;8240,1;8304,4;8134,1;304.25M;1,29%;;
592;04.07.2016;8255,9;8302,9;8328,1;8229,4;216.88M;-0,16%;;
591;05.07.2016;8067,6;8176,2;8196;8050,4;321.76M;-2,28%;;
590;06.07.2016;7926,2;8005,7;8040,1;7857,8;376.84M;-1,75%;;
589;07.07.2016;8008,2;7996,4;8064,4;7966,3;269.74M;1,03%;;
588;08.07.2016;8185,9;7985,6;8242,8;7961,2;327.41M;2,22%;;
587;11.07.2016;8305,1;8265,8;8319,7;8168,7;245.09M;1,46%;;
586;12.07.2016;8506;8313,8;8528,3;8292,6;376.50M;2,42%;;
585;13.07.2016;8473,9;8471,9;8580,3;8426,4;384.22M;-0,38%;;
584;14.07.2016;8552,3;8563,7;8593,8;8454,2;271.81M;0,93%;;
583;15.07.2016;8531;8527,3;8582,3;8446,2;264.73M;-0,25%;;
582;18.07.2016;8524,4;8552,9;8609,1;8446,3;208.11M;-0,08%;;
581;19.07.2016;8485,2;8490,7;8559;8439,3;221.86M;-0,46%;;
580;20.07.2016;8575,5;8556;8576,6;8470,3;228.57M;1,06%;;
579;21.07.2016;8583,6;8589,3;8620,9;8501;274.30M;0,09%;;
578;22.07.2016;8599,9;8566,3;8618,9;8516,3;299.86M;0,19%;;
577;25.07.2016;8575,7;8605,7;8647,6;8537,1;187.64M;-0,28%;;
576;26.07.2016;8560,2;8574,5;8587,3;8485,8;214.21M;-0,18%;;
575;27.07.2016;8661,4;8593,6;8720,2;8581,6;240.19M;1,18%;;
574;28.07.2016;8479,2;8630;8659,1;8479,2;256.59M;-2,10%;;
573;29.07.2016;8587,2;8525,1;8619;8505,6;293.41M;1,27%;;
572;01.08.2016;8513,4;8667,5;8679,1;8496,8;258.30M;-0,86%;;
571;02.08.2016;8277,3;8495,6;8498,2;8256,6;342.28M;-2,77%;;
570;03.08.2016;8263,5;8319,1;8329,7;8229,4;244.86M;-0,17%;;
569;04.08.2016;8385,5;8324,1;8424,6;8318,6;214.14M;1,48%;;
568;05.08.2016;8539,4;8422,4;8552,5;8422;179.77M;1,84%;;
567;08.08.2016;8562,5;8573,5;8632,4;8548,1;171.20M;0,27%;;
566;09.08.2016;8665,4;8541,1;8673,9;8531,8;166.83M;1,20%;;
565;10.08.2016;8658,9;8610,5;8688,6;8598,7;187.37M;-0,08%;;
564;11.08.2016;8719,5;8699;8719,5;8626,5;142.88M;0,70%;;
563;12.08.2016;8716,4;8704,5;8747,6;8698;123.77M;-0,04%;;
562;15.08.2016;8720,6;8711;8753,6;8694,6;81.08M;0,05%;;
561;16.08.2016;8621,7;8689;8714,3;8621,7;153.28M;-1,13%;;
560;17.08.2016;8487;8646,2;8652,7;8485,6;154.96M;-1,56%;;
559;18.08.2016;8550,1;8549,2;8555,1;8481,3;166.80M;0,74%;;
558;19.08.2016;8450,6;8556,2;8556,3;8393,5;162.78M;-1,16%;;
557;22.08.2016;8468;8431,3;8522,8;8407,6;135.10M;0,21%;;
556;23.08.2016;8580,9;8512,8;8602,4;8506,3;163.44M;1,33%;;
555;24.08.2016;8655,5;8532;8665,9;8509,8;196.14M;0,87%;;
554;25.08.2016;8599,5;8612,3;8628,1;8555;132.16M;-0,65%;;
553;26.08.2016;8659,5;8595,7;8673,9;8566,5;125.66M;0,70%;;
552;29.08.2016;8616,4;8611,2;8660,9;8573,7;98.61M;-0,50%;;
551;30.08.2016;8685,4;8629,4;8731,9;8629;155.90M;0,80%;;
550;31.08.2016;8716,8;8677,4;8780,7;8671,4;297.36M;0,36%;;
549;01.09.2016;8762,8;8746,3;8884,9;8730,8;300.78M;0,53%;;
548;02.09.2016;8908,9;8789,9;8912,6;8743,2;227.60M;1,67%;;
547;05.09.2016;8953,3;8928,4;8979,3;8913,5;153.72M;0,50%;;
546;06.09.2016;8899,5;8991,4;8996,3;8893,9;187.94M;-0,60%;;
545;07.09.2016;9015,3;8931,8;9021,9;8908,7;206.12M;1,30%;;
544;08.09.2016;9101,1;9028,6;9115,6;8974,9;251.73M;0,95%;;
543;09.09.2016;9025,5;9065,5;9135,8;9004,8;232.05M;-0,83%;;
542;12.09.2016;8866,6;8877,1;8880,7;8790,8;243.74M;-1,76%;;
541;13.09.2016;8724,2;8907,2;8924;8724,2;216.03M;-1,61%;;
540;14.09.2016;8702,4;8769,9;8779,6;8684,2;232.22M;-0,25%;;
539;15.09.2016;8720,5;8697;8742,8;8665,4;214.62M;0,21%;;
538;16.09.2016;8633,4;8700,9;8725,1;8603,3;406.19M;-1,00%;;
537;19.09.2016;8715,5;8723,5;8736,3;8689,5;185.97M;0,95%;;
536;20.09.2016;8686,1;8695,1;8735,2;8649,5;167.67M;-0,34%;;
535;21.09.2016;8758,5;8817;8837,4;8748;247.44M;0,83%;;
534;22.09.2016;8934,9;8819,8;8966,1;8815,3;279.39M;2,01%;;
533;23.09.2016;8823,6;8885,9;8893,9;8785,8;315.88M;-1,25%;;
532;26.09.2016;8711,4;8765,4;8765,4;8630;261.95M;-1,27%;;
531;27.09.2016;8688,2;8776;8781;8634,2;268.22M;-0,27%;;
530;28.09.2016;8740,4;8744;8806,5;8715,8;196.36M;0,60%;;
529;29.09.2016;8796,3;8834;8864,8;8778,4;226.72M;0,64%;;
528;30.09.2016;8779,4;8649;8805,4;8543,1;452.00M;-0,19%;;
527;03.10.2016;8751,6;8759;8788,9;8707,2;157.19M;-0,32%;;
526;04.10.2016;8769;8769;8810,1;8741,2;212.65M;0,20%;;
525;05.10.2016;8778,3;8691,3;8788,2;8669,3;243.78M;0,11%;;
524;06.10.2016;8757,4;8820,8;8846,4;8742,3;273.33M;-0,24%;;
523;07.10.2016;8624,3;8759,9;8762,3;8596;284.89M;-1,52%;;
522;10.10.2016;8701,5;8631,3;8713,7;8566,7;200.51M;0,90%;;
521;11.10.2016;8693,2;8690,4;8752,6;8657,5;210.90M;-0,10%;;
520;12.10.2016;8686,5;8714,5;8760;8677,1;165.22M;-0,08%;;
519;13.10.2016;8608,7;8634,9;8634,9;8551,2;289.16M;-0,90%;;
518;14.10.2016;8767,9;8640,8;8800,8;8635,5;244.61M;1,85%;;
517;17.10.2016;8740,7;8721;8784,8;8714,5;215.14M;-0,31%;;
516;18.10.2016;8865,3;8786,5;8879,8;8769,9;253.50M;1,43%;;
515;19.10.2016;8950,1;8890,3;8956,9;8842,5;261.21M;0,96%;;
514;20.10.2016;9061,2;8975,4;9077,2;8961,6;297.55M;1,24%;;
513;21.10.2016;9100,4;9063,7;9100,4;9035,6;260.46M;0,43%;;
512;24.10.2016;9216,2;9156,4;9255,3;9145,5;335.32M;1,27%;;
511;25.10.2016;9139,7;9207,8;9236,6;9116,4;286.93M;-0,83%;;
510;26.10.2016;9173,3;9151,5;9183,7;9111,2;271.80M;0,37%;;
509;27.10.2016;9197,2;9163,5;9200;9102,8;310.94M;0,26%;;
508;28.10.2016;9201,3;9150,4;9206,6;9086;341.23M;0,04%;;
507;31.10.2016;9143,3;9144,9;9171,7;9109,2;271.72M;-0,63%;;
506;01.11.2016;9040,7;9206,5;9214,1;9032;224.86M;-1,12%;;
505;02.11.2016;8873,4;8972,8;8973,9;8864,8;271.69M;-1,85%;;
504;03.11.2016;8879,9;8858,2;8929,7;8835,5;248.75M;0,07%;;
503;04.11.2016;8791,6;8862,3;8866,1;8755,1;230.51M;-0,99%;;
502;07.11.2016;8918,8;8949,4;8960,1;8890,7;211.37M;1,45%;;
501;08.11.2016;8937;8936,8;8952;8859,8;253.82M;0,20%;;
500;09.11.2016;8901,5;8595,3;8901,9;8570,4;582.35M;-0,40%;;
499;10.11.2016;8756,8;8983;9053,9;8708,4;559.62M;-1,63%;;
498;11.11.2016;8639,2;8819,5;8840,1;8614,1;358.28M;-1,34%;;
497;14.11.2016;8658,2;8733;8765,2;8602,1;331.69M;0,22%;;
496;15.11.2016;8687,1;8665,7;8707,9;8620,6;283.00M;0,33%;;
495;16.11.2016;8638,5;8712,9;8753,1;8563,6;287.03M;-0,56%;;
494;17.11.2016;8718;8622,4;8718;8611,6;274.43M;0,92%;;
493;18.11.2016;8622,9;8754,7;8756,3;8581,5;293.09M;-1,09%;;
492;21.11.2016;8614,6;8659,9;8660,9;8558,5;199.68M;-0,10%;;
491;22.11.2016;8651,5;8672,8;8684,7;8640,7;285.02M;0,43%;;
490;23.11.2016;8627,5;8666,6;8673,6;8604,8;273.14M;-0,28%;;
489;24.11.2016;8657,2;8657,4;8672,7;8614,6;166.34M;0,34%;;
488;25.11.2016;8674,4;8671;8674,8;8623,8;170.46M;0,20%;;
487;28.11.2016;8619,3;8651,8;8698,9;8586,7;270.08M;-0,64%;;
486;29.11.2016;8667;8614,3;8697,8;8591,4;215.90M;0,55%;;
485;30.11.2016;8688,2;8662,7;8714,9;8638,4;350.82M;0,24%;;
484;01.12.2016;8669,2;8671,6;8711,3;8632,7;365.92M;-0,22%;;
483;02.12.2016;8607,1;8610,6;8635,6;8576;249.93M;-0,72%;;
482;05.12.2016;8664,7;8533,9;8750,8;8512,4;288.00M;0,67%;;
481;06.12.2016;8893,3;8692,4;8906,6;8670,5;316.38M;2,64%;;
480;07.12.2016;8960,4;8951,2;8974,7;8912,6;361.00M;0,75%;;
479;08.12.2016;9145,4;9002,5;9179,6;8992,6;468.93M;2,06%;;
478;09.12.2016;9169,6;9121,1;9179,4;9093,4;330.16M;0,26%;;
477;12.12.2016;9186,4;9171,7;9208,6;9148,5;258.10M;0,18%;;
476;13.12.2016;9331,3;9160,9;9341,9;9132,6;362.54M;1,58%;;
475;14.12.2016;9218,4;9306,9;9319,4;9207,1;297.10M;-1,21%;;
474;15.12.2016;9340,8;9225,8;9354,8;9220,3;363.02M;1,33%;;
473;16.12.2016;9412,8;9310,3;9452,9;9299,3;577.32M;0,77%;;
472;19.12.2016;9336,7;9376,8;9387;9336;266.99M;-0,81%;;
471;20.12.2016;9407,9;9329,1;9421,5;9322,3;261.18M;0,76%;;
470;21.12.2016;9371,7;9384,7;9420,8;9300,3;336.07M;-0,38%;;
469;22.12.2016;9333,6;9341,5;9374,8;9297,5;181.12M;-0,41%;;
468;23.12.2016;9367,7;9347,4;9377,9;9339,6;156.03M;0,37%;;
467;27.12.2016;9376,6;9354,8;9390,9;9346,9;109.30M;0,10%;;
466;28.12.2016;9344,9;9357,2;9369,2;9317,7;151.82M;-0,34%;;
465;29.12.2016;9327,1;9283,4;9333,4;9269,5;130.74M;-0,19%;;
464;30.12.2016;9352,1;9310;9352,1;9293,2;166.81M;0,27%;;
463;02.01.2017;9418,7;9332,6;9432,6;9318,1;108.39M;0,71%;;
462;03.01.2017;9494,7;9448,3;9552,1;9438,8;280.88M;0,81%;;
461;04.01.2017;9462,9;9522,1;9538,4;9424,1;238.02M;-0,33%;;
460;05.01.2017;9488,2;9427,9;9507,2;9413,6;221.28M;0,27%;;
459;06.01.2017;9515,9;9487;9515,9;9451,2;144.57M;0,29%;;
458;09.01.2017;9492,8;9536,9;9536,9;9446,2;194.38M;-0,24%;;
457;10.01.2017;9452;9497,1;9497,3;9425;220.46M;-0,43%;;
456;11.01.2017;9408,6;9456,4;9468,1;9378,6;298.56M;-0,46%;;
455;12.01.2017;9407,4;9378;9452,3;9343;261.90M;-0,01%;;
454;13.01.2017;9511,6;9445,1;9524,3;9416,7;210.31M;1,11%;;
453;16.01.2017;9410;9457,2;9465,2;9407,8;197.58M;-1,07%;;
452;17.01.2017;9394,9;9390,4;9429;9361,9;255.12M;-0,16%;;
451;18.01.2017;9386,2;9425,1;9430,8;9362,2;211.88M;-0,09%;;
450;19.01.2017;9379,1;9406,4;9431,3;9327,4;259.10M;-0,08%;;
